id_employee,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,eval_number,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,Attrition_Numerique
198,30,M,2720,Célibataire,Consulting,Consultant,0,6,5,3,2,2,1,4,4,3,E_198,3,Non,13,Non,0,3,2,1,Transformation Digitale,Occasionnel,1,2,0
199,41,M,17181,Divorcé(e),Consulting,Senior Manager,4,21,7,6,4,2,4,1,2,2,E_199,3,Non,13,Non,1,2,10,3,Infra & Cloud,Frequent,7,7,0
200,41,M,2238,Marié(e),Consulting,Consultant,2,7,5,0,3,3,1,1,4,3,E_200,4,Non,21,Non,1,2,9,4,Infra & Cloud,Occasionnel,1,4,0
201,19,F,1483,Célibataire,Consulting,Consultant,1,1,1,0,2,3,1,2,4,3,E_201,3,Non,14,Non,0,3,3,1,Transformation Digitale,Occasionnel,0,0,0
202,40,F,5605,Divorcé(e),Consulting,Assistant de Direction,1,20,20,7,2,3,2,2,1,3,E_202,3,Non,11,Non,1,2,26,3,Transformation Digitale,Frequent,2,13,0
204,35,M,7295,Marié(e),Commercial,Cadre Commercial,1,10,10,8,3,3,3,2,1,3,E_204,3,Non,13,Non,2,3,1,5,Marketing,Occasionnel,0,6,0
205,53,M,2306,Marié(e),Commercial,Représentant Commercial,2,13,7,7,2,3,2,3,4,1,E_205,4,Oui,20,Non,1,3,6,2,Marketing,Occasionnel,4,5,0
206,45,M,2348,Divorcé(e),Consulting,Consultant,8,20,17,9,2,3,2,2,3,1,E_206,3,Non,18,Non,1,2,9,3,Infra & Cloud,Occasionnel,0,15,0
207,32,F,8998,Célibataire,Commercial,Cadre Commercial,1,9,9,8,2,3,3,4,4,3,E_207,3,Non,14,Non,0,2,8,3,Marketing,Frequent,3,7,0
208,29,M,4319,Marié(e),Consulting,Tech Lead,1,10,10,7,4,3,2,3,1,3,E_208,3,Non,13,Non,1,1,1,1,Entrepreunariat,Aucun,0,9,0
211,51,M,6132,Marié(e),Consulting,Tech Lead,2,10,1,0,2,2,2,3,3,3,E_211,3,Non,17,Non,0,2,7,4,Transformation Digitale,Occasionnel,0,0,0
214,58,F,3346,Marié(e),Consulting,Assistant de Direction,4,9,1,0,2,2,1,2,2,2,E_214,4,Oui,20,Non,1,3,9,3,Transformation Digitale,Occasionnel,0,0,0
215,40,M,10855,Marié(e),Commercial,Cadre Commercial,7,15,12,11,3,2,3,4,1,2,E_215,3,Non,11,Non,1,2,4,4,Marketing,Occasionnel,2,11,0
216,34,F,2231,Marié(e),Commercial,Représentant Commercial,6,6,4,3,3,3,1,3,4,3,E_216,3,Non,18,Non,1,3,2,4,Marketing,Frequent,1,2,0
217,22,M,2323,Marié(e),Consulting,Assistant de Direction,1,2,2,2,3,3,1,4,1,3,E_217,4,Non,24,Non,2,6,19,1,Transformation Digitale,Occasionnel,2,2,0
218,27,M,2024,Divorcé(e),Consulting,Assistant de Direction,6,6,2,2,4,3,1,2,4,1,E_218,3,Non,18,Non,1,1,9,3,Transformation Digitale,Aucun,2,2,0
221,28,M,2713,Marié(e),Consulting,Assistant de Direction,1,5,5,2,3,3,1,4,3,1,E_221,3,Non,11,Non,1,2,21,3,Transformation Digitale,Occasionnel,0,2,0
223,57,M,9439,Divorcé(e),Consulting,Manager,3,12,5,3,3,4,3,4,2,1,E_223,3,Oui,16,Non,1,2,24,2,Infra & Cloud,Occasionnel,1,4,0
224,27,M,2566,Divorcé(e),Consulting,Assistant de Direction,1,1,1,1,3,2,1,3,4,2,E_224,3,Oui,15,Non,1,2,3,3,Transformation Digitale,Aucun,0,1,0
226,50,F,19926,Célibataire,Consulting,Senior Manager,3,21,5,4,3,3,5,2,2,3,E_226,3,Non,15,Non,0,5,11,3,Infra & Cloud,Occasionnel,4,4,0
227,41,M,2451,Divorcé(e),Consulting,Assistant de Direction,4,13,9,8,1,3,1,3,1,3,E_227,3,Non,12,Non,1,2,14,3,Infra & Cloud,Occasionnel,1,8,0
228,30,F,9419,Marié(e),Commercial,Cadre Commercial,2,12,10,9,2,3,3,4,3,3,E_228,3,Non,12,Non,1,2,5,3,Infra & Cloud,Occasionnel,7,4,0
230,38,F,8686,Célibataire,Commercial,Cadre Commercial,4,12,8,3,1,2,2,4,3,4,E_230,4,Non,22,Non,0,2,1,4,Infra & Cloud,Occasionnel,0,7,0
231,32,M,3038,Célibataire,Consulting,Assistant de Direction,3,8,5,4,3,3,1,3,1,3,E_231,4,Non,20,Non,0,2,6,5,Infra & Cloud,Occasionnel,1,4,0
233,27,M,3058,Marié(e),Consulting,Assistant de Direction,0,6,5,2,3,3,1,2,4,2,E_233,3,Oui,16,Non,1,3,17,3,Entrepreunariat,Occasionnel,1,1,0
235,19,F,2325,Célibataire,Commercial,Représentant Commercial,0,1,0,0,3,1,1,1,1,4,E_235,4,Non,21,Oui,0,5,1,1,Entrepreunariat,Frequent,0,0,1
238,36,M,2088,Célibataire,Consulting,Consultant,4,13,8,7,4,3,1,2,3,2,E_238,3,Non,12,Non,0,3,3,2,Transformation Digitale,Frequent,7,2,0
239,30,M,3072,Divorcé(e),Consulting,Consultant,1,12,12,9,3,3,2,1,3,3,E_239,3,Non,11,Non,2,4,9,3,Transformation Digitale,Aucun,6,10,0
240,45,F,5006,Divorcé(e),Commercial,Cadre Commercial,4,9,5,4,3,3,2,1,1,4,E_240,3,Oui,11,Non,1,3,4,2,Infra & Cloud,Occasionnel,0,3,0
241,56,F,4257,Divorcé(e),Consulting,Assistant de Direction,4,19,2,2,3,3,1,1,3,3,E_241,3,Oui,18,Non,1,3,8,3,Infra & Cloud,Occasionnel,2,2,0
242,33,M,2500,Célibataire,Consulting,Assistant de Direction,0,4,3,1,3,3,1,4,1,4,E_242,3,Non,14,Non,0,2,2,3,Infra & Cloud,Occasionnel,0,2,0
243,19,M,1102,Célibataire,Consulting,Consultant,1,1,1,0,2,2,1,4,3,2,E_243,4,Non,22,Oui,0,3,2,3,Infra & Cloud,Occasionnel,1,0,1
244,46,F,10453,Divorcé(e),Commercial,Cadre Commercial,1,24,24,13,2,3,3,1,3,3,E_244,4,Non,25,Non,3,2,1,2,Marketing,Occasionnel,15,7,0
245,38,F,2288,Célibataire,Consulting,Consultant,1,2,2,2,3,3,1,4,3,3,E_245,3,Non,12,Non,0,3,9,2,Infra & Cloud,Occasionnel,2,1,0
246,31,F,3929,Marié(e),Consulting,Assistant de Direction,8,7,4,2,3,3,1,4,3,3,E_246,4,Oui,23,Non,1,0,12,1,Transformation Digitale,Occasionnel,0,2,0
247,34,F,2311,Célibataire,Consulting,Assistant de Direction,2,9,3,2,4,3,1,2,4,3,E_247,3,Non,15,Non,0,3,27,2,Transformation Digitale,Occasionnel,1,2,0
248,41,F,3140,Célibataire,Commercial,Représentant Commercial,1,4,4,3,2,3,1,2,4,2,E_248,4,Oui,22,Oui,0,5,20,2,Marketing,Occasionnel,0,2,1
249,50,M,3690,Marié(e),Consulting,Consultant,2,5,3,2,3,2,1,3,4,2,E_249,3,Non,15,Non,1,2,1,3,Transformation Digitale,Occasionnel,0,2,0
250,53,F,4450,Divorcé(e),Consulting,Tech Lead,1,5,4,2,4,4,2,1,3,3,E_250,3,Non,11,Non,2,3,13,2,Transformation Digitale,Occasionnel,1,3,0
252,33,F,2756,Marié(e),Consulting,Assistant de Direction,1,8,8,7,4,3,1,2,4,3,E_252,3,Non,13,Non,1,5,14,3,Transformation Digitale,Occasionnel,1,6,0
253,40,F,19033,Marié(e),Consulting,Senior Manager,1,21,20,8,4,3,5,3,2,3,E_253,3,Non,14,Non,1,2,4,1,Transformation Digitale,Occasionnel,9,9,0
254,55,M,18722,Célibataire,Consulting,Directeur Technique,8,36,24,15,3,4,5,2,4,3,E_254,3,Non,11,Non,0,3,14,4,Transformation Digitale,Occasionnel,2,15,0
256,34,M,9547,Marié(e),Consulting,Tech Lead,1,10,10,9,4,2,2,3,3,2,E_256,3,Non,17,Non,0,2,2,1,Infra & Cloud,Frequent,1,9,0
258,51,F,13734,Célibataire,Consulting,Manager,3,21,7,7,4,3,4,2,3,3,E_258,3,Non,18,Non,0,6,3,3,Transformation Digitale,Occasionnel,1,0,0
259,52,M,19999,Marié(e),Consulting,Senior Manager,0,34,33,18,3,2,5,3,1,3,E_259,3,Non,14,Non,1,5,1,4,Infra & Cloud,Occasionnel,11,9,0
260,27,F,2279,Célibataire,Consulting,Assistant de Direction,1,7,7,7,4,3,1,2,4,2,E_260,3,Non,16,Non,0,2,9,3,Transformation Digitale,Occasionnel,0,3,0
261,35,M,5916,Marié(e),Consulting,Tech Lead,3,8,1,0,2,2,2,3,1,3,E_261,3,Oui,13,Oui,0,1,23,2,Infra & Cloud,Occasionnel,0,1,1
262,43,M,2089,Divorcé(e),Consulting,Assistant de Direction,4,7,5,4,4,4,1,4,4,4,E_262,3,Non,14,Non,3,3,7,3,Transformation Digitale,Aucun,2,2,0
264,45,M,16792,Marié(e),Consulting,Senior Manager,9,22,20,8,1,2,4,4,4,3,E_264,4,Non,23,Non,1,1,2,2,Transformation Digitale,Aucun,11,8,0
267,37,M,3564,Marié(e),Consulting,Assistant de Direction,1,8,8,7,2,4,1,1,1,2,E_267,3,Oui,12,Non,1,3,21,3,Infra & Cloud,Occasionnel,1,7,0
269,35,F,4425,Célibataire,Consulting,Consultant,5,10,6,2,2,3,2,2,4,3,E_269,3,Non,11,Non,0,5,2,3,Transformation Digitale,Frequent,1,2,0
270,42,F,5265,Divorcé(e),Consulting,Tech Lead,2,11,5,3,3,3,2,3,2,3,E_270,3,Non,16,Non,1,5,21,2,Transformation Digitale,Aucun,0,2,0
271,38,M,6553,Marié(e),Consulting,Tech Lead,9,14,1,0,4,3,2,3,2,3,E_271,3,Non,14,Non,0,3,2,4,Infra & Cloud,Occasionnel,0,0,0
273,38,M,6261,Marié(e),Consulting,Tech Lead,3,9,7,7,4,3,2,4,1,1,E_273,3,Non,18,Non,1,3,29,3,Entrepreunariat,Occasionnel,1,7,0
274,27,M,4298,Marié(e),Consulting,Tech Lead,5,6,2,2,3,2,2,1,3,3,E_274,3,Non,19,Non,1,1,1,1,Entrepreunariat,Frequent,2,0,0
275,49,M,6804,Divorcé(e),Consulting,Tech Lead,1,7,7,7,4,3,2,4,1,3,E_275,3,Oui,15,Non,2,0,18,4,Infra & Cloud,Aucun,1,7,0
277,34,M,3815,Divorcé(e),Consulting,Assistant de Direction,1,5,5,3,4,3,1,3,4,4,E_277,3,Oui,17,Non,1,4,10,4,Transformation Digitale,Frequent,2,0,0
281,40,M,2741,Marié(e),Consulting,Consultant,8,15,7,2,3,3,2,4,3,4,E_281,3,Oui,15,Non,1,2,19,2,Transformation Digitale,Occasionnel,3,7,0
282,38,M,6673,Marié(e),Consulting,Manager,7,17,1,0,2,3,2,1,2,3,E_282,3,Oui,19,Oui,0,2,29,1,Transformation Digitale,Occasionnel,0,0,1
283,29,F,7639,Marié(e),Commercial,Cadre Commercial,1,10,10,4,2,3,3,4,4,2,E_283,4,Non,22,Oui,3,3,27,3,Marketing,Occasionnel,1,9,1
284,22,M,2328,Divorcé(e),Consulting,Assistant de Direction,1,4,4,2,4,4,1,2,1,2,E_284,3,Oui,16,Non,1,2,5,3,Infra & Cloud,Occasionnel,2,2,0
286,36,F,2153,Célibataire,Consulting,Consultant,1,8,8,1,2,3,1,4,1,3,E_286,3,Non,13,Non,0,2,18,1,Transformation Digitale,Frequent,1,7,0
287,40,M,4876,Marié(e),Consulting,Manager,9,5,3,2,4,2,2,4,4,1,E_287,3,Non,14,Non,1,5,9,5,Infra & Cloud,Aucun,0,2,0
288,46,M,9396,Divorcé(e),Consulting,Manager,7,17,4,2,4,3,3,1,3,3,E_288,3,Non,16,Non,1,3,1,4,Transformation Digitale,Occasionnel,0,3,0
291,32,M,10400,Marié(e),Commercial,Cadre Commercial,1,14,14,8,4,1,3,4,3,2,E_291,3,Non,11,Oui,0,2,4,4,Transformation Digitale,Occasionnel,9,8,1
292,30,M,8474,Célibataire,Consulting,Tech Lead,1,12,11,8,3,2,3,3,3,3,E_292,4,Non,22,Non,0,2,1,1,Infra & Cloud,Aucun,5,8,0
293,27,F,9981,Célibataire,Commercial,Cadre Commercial,1,7,7,7,4,3,2,3,4,3,E_293,3,Non,14,Non,0,2,20,3,Infra & Cloud,Frequent,0,7,0
296,51,M,12490,Marié(e),Consulting,Directeur Technique,5,16,10,9,2,2,3,2,4,1,E_296,3,Non,16,Non,2,5,8,4,Infra & Cloud,Occasionnel,4,7,0
297,30,F,2657,Célibataire,Consulting,Assistant de Direction,5,8,5,2,4,3,1,1,3,3,E_297,3,Oui,11,Oui,0,5,3,3,Entrepreunariat,Occasionnel,0,4,1
298,41,F,13591,Célibataire,Commercial,Senior Manager,3,16,1,0,4,3,3,4,3,3,E_298,3,Oui,18,Non,0,3,6,3,Infra & Cloud,Occasionnel,0,0,0
299,30,F,6696,Célibataire,Commercial,Cadre Commercial,5,9,6,3,3,2,2,1,3,2,E_299,3,Non,15,Oui,0,5,26,4,Marketing,Frequent,0,1,1
300,29,M,2058,Célibataire,Consulting,Assistant de Direction,0,7,6,2,3,3,1,3,4,2,E_300,3,Non,14,Oui,0,1,1,3,Entrepreunariat,Occasionnel,1,5,1
302,45,F,8865,Célibataire,Commercial,Cadre Commercial,6,23,19,7,4,2,3,4,4,3,E_302,3,Non,12,Non,0,2,6,3,Transformation Digitale,Aucun,12,8,0
303,54,F,5940,Marié(e),Commercial,Cadre Commercial,2,16,6,2,4,3,2,1,4,3,E_303,3,Non,14,Non,1,4,3,3,Marketing,Occasionnel,0,5,0
304,36,M,5914,Célibataire,Consulting,Consultant,8,16,13,11,4,3,2,2,4,4,E_304,3,Non,16,Non,0,3,5,2,Infra & Cloud,Occasionnel,3,7,0
305,33,F,2622,Marié(e),Consulting,Assistant de Direction,6,7,3,2,3,2,1,2,4,3,E_305,4,Non,21,Non,0,3,4,4,Transformation Digitale,Occasionnel,1,1,0
306,37,M,12185,Divorcé(e),Consulting,Directeur Technique,1,10,10,8,2,3,3,4,3,3,E_306,3,Oui,14,Non,3,1,11,3,Autre,Frequent,0,7,0
307,38,M,10609,Divorcé(e),Commercial,Cadre Commercial,0,17,16,10,1,3,3,3,3,2,E_307,3,Non,12,Non,2,6,3,3,Infra & Cloud,Occasionnel,5,13,0
308,31,M,4345,Marié(e),Consulting,Tech Lead,0,6,5,4,3,1,2,3,4,3,E_308,3,Non,12,Non,1,2,1,4,Transformation Digitale,Aucun,1,4,0
309,59,M,2177,Marié(e),Consulting,Assistant de Direction,3,7,1,0,3,2,1,4,1,3,E_309,3,Non,17,Non,1,6,3,3,Infra & Cloud,Occasionnel,0,0,0
311,37,M,2793,Divorcé(e),Commercial,Représentant Commercial,4,13,9,8,1,3,1,4,3,3,E_311,3,Non,17,Non,1,2,4,4,Marketing,Frequent,5,8,0
312,29,F,7918,Marié(e),Commercial,Cadre Commercial,1,11,11,10,2,3,3,4,4,3,E_312,3,Non,14,Non,1,5,1,1,Transformation Digitale,Frequent,4,1,0
314,35,F,8789,Célibataire,Commercial,Cadre Commercial,1,10,10,7,3,3,3,3,1,4,E_314,3,Non,14,Non,0,3,1,3,Marketing,Frequent,0,8,0
315,29,M,2389,Célibataire,Consulting,Assistant de Direction,1,4,4,3,3,2,1,4,3,2,E_315,3,Oui,13,Oui,0,3,18,1,Transformation Digitale,Occasionnel,0,1,1
316,52,F,3212,Célibataire,Consulting,Consultant,7,6,2,2,3,2,1,4,2,2,E_316,3,Non,15,Non,0,3,2,3,Infra & Cloud,Occasionnel,2,2,0
319,42,M,19232,Marié(e),Consulting,Senior Manager,1,22,22,17,3,3,5,4,4,3,E_319,3,Non,11,Non,0,3,4,2,Entrepreunariat,Occasionnel,11,15,0
321,59,M,2267,Marié(e),Ressources Humaines,Ressources Humaines,8,7,2,2,2,3,1,3,4,2,E_321,3,Non,17,Non,0,2,6,2,Transformation Digitale,Occasionnel,2,2,0
323,50,F,19517,Divorcé(e),Commercial,Senior Manager,3,32,7,0,4,3,5,4,3,2,E_323,3,Non,11,Non,1,3,1,4,Transformation Digitale,Occasionnel,0,6,0
325,33,M,2436,Marié(e),Consulting,Consultant,5,8,5,4,3,3,1,4,3,1,E_325,3,Oui,13,Oui,1,2,14,3,Transformation Digitale,Occasionnel,0,4,1
327,43,F,16064,Marié(e),Commercial,Senior Manager,5,22,17,13,4,3,4,4,3,3,E_327,4,Oui,22,Non,1,3,16,3,Marketing,Occasionnel,1,9,0
328,33,F,2707,Marié(e),Consulting,Consultant,7,13,9,7,1,3,1,1,1,4,E_328,4,Non,20,Oui,0,3,2,2,Infra & Cloud,Occasionnel,1,7,1
329,52,M,19068,Célibataire,Commercial,Senior Manager,1,33,33,7,1,2,5,3,4,4,E_329,3,Oui,18,Non,0,2,2,4,Infra & Cloud,Aucun,15,12,0
330,32,F,3931,Marié(e),Commercial,Représentant Commercial,2,6,4,3,3,3,1,2,1,3,E_330,3,Non,11,Non,1,5,4,2,Infra & Cloud,Occasionnel,1,2,0
331,32,M,3730,Célibataire,Consulting,Consultant,0,4,3,2,4,2,1,3,4,1,E_331,3,Oui,14,Oui,0,2,1,3,Infra & Cloud,Occasionnel,1,2,1
332,39,F,2232,Divorcé(e),Consulting,Consultant,7,7,3,2,3,3,1,3,3,3,E_332,3,Non,14,Non,3,1,1,4,Transformation Digitale,Occasionnel,1,2,0
333,32,M,4465,Marié(e),Commercial,Cadre Commercial,0,4,3,2,3,3,2,4,1,3,E_333,3,Non,18,Non,0,2,26,4,Marketing,Aucun,2,2,0
334,41,M,3072,Divorcé(e),Consulting,Assistant de Direction,2,17,1,0,3,3,2,1,1,2,E_334,3,Non,16,Non,2,2,19,2,Infra & Cloud,Occasionnel,0,0,0
335,40,M,3319,Divorcé(e),Consulting,Assistant de Direction,1,9,9,8,1,3,2,4,1,3,E_335,3,Non,17,Non,2,3,24,2,Entrepreunariat,Occasionnel,4,7,0
336,45,M,19202,Marié(e),Consulting,Senior Manager,0,25,24,0,3,4,5,4,3,3,E_336,3,Non,11,Non,1,2,1,3,Autre,Occasionnel,1,7,0
337,31,M,13675,Divorcé(e),Consulting,Directeur Technique,9,9,2,2,2,3,3,3,1,3,E_337,3,Non,12,Non,1,3,3,4,Transformation Digitale,Frequent,2,2,0
338,33,F,2911,Marié(e),Consulting,Assistant de Direction,1,2,2,2,3,2,1,4,3,2,E_338,3,Non,13,Non,1,2,5,4,Infra & Cloud,Occasionnel,0,2,0
339,34,M,5957,Marié(e),Consulting,Tech Lead,6,13,11,9,4,2,2,1,2,3,E_339,3,Non,13,Non,1,3,2,4,Infra & Cloud,Occasionnel,5,9,0
340,37,F,3920,Marié(e),Consulting,Assistant de Direction,2,17,3,1,3,2,1,1,1,2,E_340,3,Non,14,Non,1,2,1,2,Transformation Digitale,Occasionnel,0,2,0
341,45,M,6434,Marié(e),Consulting,Tech Lead,4,9,3,2,1,4,2,3,4,3,E_341,3,Non,17,Non,1,1,7,4,Infra & Cloud,Frequent,0,2,0
342,37,M,10048,Divorcé(e),Consulting,Tech Lead,6,17,1,0,1,3,3,3,2,3,E_342,3,Non,11,Oui,2,5,10,3,Transformation Digitale,Frequent,0,0,1
343,39,F,10938,Célibataire,Consulting,Manager,0,20,19,6,3,3,3,3,4,3,E_343,4,Non,25,Non,0,1,2,4,Entrepreunariat,Frequent,11,8,0
346,29,M,2340,Célibataire,Consulting,Assistant de Direction,1,6,6,5,3,3,1,4,1,3,E_346,3,Non,19,Non,0,1,15,3,Infra & Cloud,Occasionnel,1,5,0
347,42,F,6545,Célibataire,Consulting,Assistant de Direction,3,10,3,2,4,4,2,1,3,3,E_347,3,Oui,13,Non,0,1,17,2,Infra & Cloud,Occasionnel,0,2,0
349,29,M,6931,Divorcé(e),Commercial,Cadre Commercial,2,10,3,2,4,3,2,4,4,3,E_349,3,Non,14,Non,1,2,20,2,Marketing,Occasionnel,0,2,0
350,25,F,4898,Marié(e),Consulting,Tech Lead,0,5,4,2,1,3,2,3,4,3,E_350,3,Non,12,Non,2,3,1,3,Infra & Cloud,Occasionnel,1,2,0
351,42,F,2593,Divorcé(e),Consulting,Consultant,0,10,9,6,4,2,1,1,3,3,E_351,3,Oui,11,Non,1,4,2,3,Transformation Digitale,Occasionnel,7,8,0
352,40,M,19436,Divorcé(e),Consulting,Directeur Technique,0,22,21,7,1,3,5,3,4,3,E_352,3,Non,19,Non,1,5,2,2,Transformation Digitale,Occasionnel,3,9,0
353,51,M,2723,Marié(e),Consulting,Assistant de Direction,1,1,1,0,3,3,1,4,2,2,E_353,3,Non,11,Non,0,0,1,3,Infra & Cloud,Occasionnel,0,0,0
355,31,M,3479,Célibataire,Consulting,Consultant,0,6,5,4,3,2,1,2,2,4,E_355,3,Non,11,Oui,0,2,29,2,Transformation Digitale,Frequent,1,4,1
359,32,M,2794,Marié(e),Consulting,Consultant,1,5,5,1,2,4,1,2,3,1,E_359,4,Non,20,Non,0,3,7,3,Infra & Cloud,Frequent,0,3,0
361,38,M,5249,Marié(e),Commercial,Cadre Commercial,3,13,8,7,4,2,2,4,4,3,E_361,3,Non,18,Non,1,0,2,2,Infra & Cloud,Aucun,7,5,0
362,32,M,2176,Célibataire,Consulting,Consultant,4,9,6,2,4,2,2,1,4,3,E_362,3,Non,13,Non,0,5,2,1,Entrepreunariat,Occasionnel,0,4,0
363,46,F,16872,Marié(e),Commercial,Senior Manager,3,28,7,7,3,1,4,2,2,2,E_363,3,Oui,12,Non,1,2,2,3,Entrepreunariat,Occasionnel,7,7,0
364,28,M,3485,Célibataire,Consulting,Consultant,2,5,0,0,1,3,1,3,3,1,E_364,3,Non,11,Oui,0,5,2,4,Infra & Cloud,Occasionnel,0,0,1
366,29,M,6644,Marié(e),Commercial,Cadre Commercial,2,10,0,0,1,2,2,2,2,3,E_366,3,Non,19,Non,2,2,2,3,Transformation Digitale,Occasionnel,0,0,0
367,31,M,5582,Marié(e),Consulting,Manager,0,10,9,0,2,2,2,4,2,3,E_367,4,Non,21,Non,1,2,23,3,Transformation Digitale,Occasionnel,7,8,0
369,25,M,4000,Divorcé(e),Consulting,Manager,1,6,6,3,2,4,2,1,4,3,E_369,3,Non,12,Non,2,2,5,2,Infra & Cloud,Aucun,1,5,0
372,45,M,13496,Marié(e),Consulting,Manager,0,21,20,7,3,3,4,4,2,3,E_372,3,Oui,14,Non,0,2,20,2,Transformation Digitale,Occasionnel,4,10,0
373,36,M,3210,Marié(e),Consulting,Consultant,0,16,15,13,4,3,1,4,3,3,E_373,3,Non,11,Non,1,4,6,3,Infra & Cloud,Occasionnel,10,11,0
374,55,M,19045,Célibataire,Consulting,Senior Manager,0,37,36,10,4,3,5,1,3,3,E_374,3,Oui,14,Non,0,2,1,3,Transformation Digitale,Occasionnel,4,13,0
376,47,M,11849,Marié(e),Consulting,Senior Manager,1,10,10,7,1,3,3,2,4,2,E_376,3,Oui,12,Oui,1,2,29,4,Infra & Cloud,Aucun,9,9,1
377,28,M,2070,Marié(e),Consulting,Assistant de Direction,1,5,5,2,4,3,1,4,4,2,E_377,4,Non,23,Non,1,3,9,3,Transformation Digitale,Occasionnel,0,4,0
378,37,M,6502,Marié(e),Commercial,Cadre Commercial,4,7,5,4,3,3,2,4,2,4,E_378,3,Non,14,Non,1,5,6,4,Transformation Digitale,Occasionnel,0,1,0
379,21,M,3230,Célibataire,Consulting,Assistant de Direction,1,3,3,2,4,2,1,3,1,4,E_379,3,Non,17,Non,0,4,3,2,Transformation Digitale,Occasionnel,1,0,0
380,37,F,13603,Divorcé(e),Consulting,Directeur Technique,2,15,5,2,1,3,3,4,1,3,E_380,3,Oui,18,Non,2,2,1,4,Transformation Digitale,Aucun,0,2,0
381,35,F,11996,Divorcé(e),Consulting,Senior Manager,7,10,7,7,2,4,3,2,2,2,E_381,3,Non,18,Non,1,6,22,3,Infra & Cloud,Occasionnel,6,2,0
382,38,F,5605,Divorcé(e),Commercial,Cadre Commercial,1,8,8,0,1,4,2,1,3,3,E_382,4,Oui,24,Non,1,3,7,2,Transformation Digitale,Occasionnel,7,7,0
384,26,F,6397,Divorcé(e),Consulting,Tech Lead,1,6,6,5,3,3,2,2,1,1,E_384,4,Non,20,Non,1,6,1,3,Infra & Cloud,Frequent,1,4,0
385,50,M,19144,Divorcé(e),Consulting,Directeur Technique,3,28,10,4,1,3,5,2,1,2,E_385,3,Non,14,Non,2,4,4,1,Infra & Cloud,Occasionnel,1,6,0
386,53,M,17584,Marié(e),Consulting,Directeur Technique,3,21,5,3,3,3,4,3,4,2,E_386,3,Oui,16,Non,3,5,3,4,Transformation Digitale,Occasionnel,1,3,0
387,42,M,4907,Marié(e),Commercial,Cadre Commercial,1,20,20,16,2,3,2,3,3,3,E_387,4,Non,25,Non,0,3,1,1,Infra & Cloud,Occasionnel,11,6,0
388,29,M,4554,Célibataire,Commercial,Cadre Commercial,1,10,10,7,2,3,2,4,1,2,E_388,3,Non,18,Non,0,3,2,2,Infra & Cloud,Frequent,0,9,0
389,55,M,5415,Marié(e),Consulting,Consultant,3,12,10,7,2,3,2,4,4,3,E_389,3,Oui,19,Non,1,4,20,2,Entrepreunariat,Occasionnel,0,8,0
390,26,M,4741,Marié(e),Consulting,Manager,1,5,5,3,1,3,2,1,3,3,E_390,3,Oui,13,Non,1,3,11,2,Transformation Digitale,Frequent,3,3,0
391,37,F,2115,Célibataire,Consulting,Assistant de Direction,1,17,17,12,4,3,1,4,2,3,E_391,3,Non,12,Non,0,3,1,3,Infra & Cloud,Occasionnel,5,7,0
392,44,M,3161,Divorcé(e),Consulting,Consultant,3,19,1,0,4,3,1,3,4,1,E_392,4,Oui,22,Oui,1,0,24,3,Infra & Cloud,Frequent,0,0,1
393,38,M,5745,Divorcé(e),Consulting,Manager,9,10,2,2,4,3,2,4,2,3,E_393,3,Non,14,Non,1,2,23,4,Infra & Cloud,Occasionnel,1,2,0
394,26,M,2373,Divorcé(e),Consulting,Consultant,2,5,3,2,1,3,1,2,4,3,E_394,3,Oui,13,Oui,1,2,16,4,Transformation Digitale,Occasionnel,0,2,1
395,28,F,3310,Célibataire,Consulting,Assistant de Direction,1,5,5,3,4,3,1,4,4,3,E_395,4,Non,21,Non,0,3,8,2,Infra & Cloud,Occasionnel,0,2,0
396,49,F,18665,Célibataire,Consulting,Directeur Technique,9,22,3,2,3,3,5,1,4,3,E_396,3,Oui,11,Non,0,4,10,4,Infra & Cloud,Frequent,1,2,0
397,36,M,4485,Célibataire,Consulting,Assistant de Direction,4,10,8,0,3,3,2,2,4,3,E_397,3,Non,12,Non,0,2,3,3,Entrepreunariat,Occasionnel,7,7,0
399,31,F,2789,Divorcé(e),Commercial,Représentant Commercial,1,2,2,2,4,3,1,2,3,2,E_399,3,Non,11,Non,1,5,5,3,Marketing,Frequent,2,2,0
401,26,M,5828,Célibataire,Commercial,Cadre Commercial,1,8,8,7,4,2,2,4,2,3,E_401,3,Oui,12,Oui,0,0,4,4,Marketing,Occasionnel,7,4,1
403,37,M,2326,Marié(e),Consulting,Assistant de Direction,1,4,4,2,2,3,1,4,3,2,E_403,3,Oui,12,Non,3,3,9,3,Transformation Digitale,Frequent,1,2,0
404,42,F,13525,Marié(e),Commercial,Cadre Commercial,5,23,20,4,3,3,4,2,4,4,E_404,3,Non,14,Non,1,2,26,3,Marketing,Frequent,4,8,0
